报告日期,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31,2005/12/31
利润总额(万元),3925361,3380262,2525236,2429101,2107019,1580588,1194075,861743,632229,764161,343449,194064
