报告日期,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31
利润总额(万元),9441100,9341300,6235300,4622400,3233800,3002600,2234700,1991900,-245300,1748300,773600
