报告日期,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31,2005/12/31,2004/12/31
利润总额(万元),1608500,2431100,1450000,1191400,611300,1039900,1067000,950600,-35500,844300,202600,147200,-158400
