报告日期,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31
利润总额(万元),2384200,4593100,4040200,2945100,1096800,2051300,4100800,4174500,785900,3479400,1728900
